id,name,ruby,ruby_origin
7981,星見獣ガリス,ほしみじゅうがりす,ほしみじゅうガリス
7982,真紅眼の飛竜,れっどあいずわいばーん,レッドアイズ・ワイバーン
7983,ダークネス・デストロイヤー,だーくねすですとろいやー,ダークネス・デストロイヤー
7984,白夜の女王,ほわいとないつくぃーん,ホワイトナイツ・クィーン
7985,マッシブ・ウォリアー,まっしぶうぉりあー,マッシブ・ウォリアー
7986,チューニング・サポーター,ちゅーにんぐさぽーたー,チューニング・サポーター
7987,アームズ・エイド,あーむずえいど,アームズ・エイド
7988,ギブ＆テイク,ぎぶあんどていく,ギブアンドテイク
7989,リミッター・ブレイク,りみったーぶれいく,リミッター・ブレイク
7990,シールド・ウィング,しーるどうぃんぐ,シールド・ウィング
7991,バイス・ドラゴン,ばいすどらごん,バイス・ドラゴン
7992,"Tyr, the Vanquishing Warlord","Tyr,theVanquishingWarlord","Tyr, the Vanquishing Warlord"
7993,"Lorelei, the Symphonic Arsenal","Lorelei,theSymphonicArsenal","Lorelei, the Symphonic Arsenal"
7998,サモン・リアクター・AI,さもんりあくたーえーあい,サモン・リアクター・エーアイ
7999,ジャイアント・ボマー・エアレイド,じゃいあんとぼまーえあれいど,ジャイアント・ボマー・エアレイド
8000,トラップ・リアクター・RR,とらっぷりあくたーだぶるあーる,トラップ・リアクター・ダブルアール
8001,ブラック・ボンバー,ぶらっくぼんばー,ブラック・ボンバー
8002,マジック・リアクター・AID,まじっくりあくたーえいど,マジック・リアクター・エイド
8003,ローズ・テンタクルス,ろーずてんたくるす,ローズ・テンタクルス
8004,ターレット・ウォリアー,たーれっとうぉりあー,ターレット・ウォリアー
8005,デブリ・ドラゴン,でぶりどらごん,デブリ・ドラゴン
8006,ハイパー・シンクロン,はいぱーしんくろん,ハイパー・シンクロン
8007,レッド・デーモンズ・ドラゴン／バスター,れっどでーもんずどらごんすらっしゅばすたー,レッド・デーモンズ・ドラゴンスラッシュバスター
8008,トラップ・イーター,とらっぷいーたー,トラップ・イーター
8009,ツイン・ブレイカー,ついんぶれいかー,ツイン・ブレイカー
8010,ダーク・リペアラー,だーくりぺあらー,ダーク・リペアラー
8011,BF－疾風のゲイル,ぶらっくふぇざーしっぷうのげいる,ブラックフェザー－しっぷうのゲイル
8012,BF－黒槍のブラスト,ぶらっくふぇざーくろやりのぶらすと,ブラックフェザー－くろやりのブラスト
8013,BF－暁のシロッコ,ぶらっくふぇざーあかつきのしろっこ,ブラックフェザー－あかつきのシロッコ
8014,夜薔薇の騎士,ないとろーずないと,ナイトローズナイト
8015,D・ボードン,でぃふぉーまーぼーどん,ディフォーマー・ボードン
8016,D・パッチン,でぃふぉーまーぱっちん,ディフォーマー・パッチン
8017,デスカイザー・ドラゴン／バスター,ですかいざーどらごんすらっしゅばすたー,デスカイザー・ドラゴンスラッシュバスター
8018,ハイパーサイコガンナー／バスター,はいぱーさいこがんなーすらっしゅばすたー,ハイパーサイコガンナースラッシュバスター
8019,アーカナイト・マジシャン／バスター,あーかないとまじしゃんすらっしゅばすたー,アーカナイト・マジシャンスラッシュバスター
8020,アーケイン・ファイロ,あーけいんふぁいろ,アーケイン・ファイロ
8021,バスター・マーセナリ,ばすたーまーせなり,バスター・マーセナリ
8022,バスター・ビースト,ばすたーびーすと,バスター・ビースト
8023,黒翼の魔術師,こくよくのまじゅつし,こくよくのまじゅつし
8024,ライフ・コーディネイター,らいふこーでぃねいたー,ライフ・コーディネイター
8025,剣闘獣サムニテ,ぐらでぃあるびーすとさむにて,グラディアルビーストサムニテ
8026,トマボー,とまぼー,トマボー
8027,スキヤナー,すきやなー,スキヤナー
8028,次元要塞兵器,じげんようさいへいき,じげんようさいへいき
8029,砂漠の守護者,でざーとがーどなー,デザート・ガードナー
8030,クロスソード・ハンター,くろすそーどはんたー,クロスソード・ハンター
8031,ハチビー,はちびー,ハチビー
8032,トリプル・ヴァイパー,とりぷるゔぁいぱー,トリプル・ヴァイパー
8033,エーリアン・リベンジャー,えーりあんりべんじゃー,エーリアン・リベンジャー
8034,エーリアンモナイト,えーりあんもないと,エーリアンモナイト
8035,ダーク・ダイブ・ボンバー,だーくだいぶぼんばー,ダーク・ダイブ・ボンバー
8036,BF－アーマード・ウィング,ぶらっくふぇざーあーまーどうぃんぐ,ブラックフェザー－アーマード・ウィング
8037,ハイパーサイコガンナー,はいぱーさいこがんなー,ハイパーサイコガンナー
8038,アーカナイト・マジシャン,あーかないとまじしゃん,アーカナイト・マジシャン
8039,宇宙砦ゴルガー,そらとりでごるがー,そらとりでゴルガー
8040,プリベント・スター,ぷりべんとすたー,プリベント・スター
8041,反目の従者,はんもくのじゅうしゃ,はんもくのじゅうしゃ
8042,スター・ブラスト,すたーぶらすと,スター・ブラスト
8043,フェザー・ウィンド・アタック,ふぇざーうぃんどあたっく,フェザー・ウィンド・アタック
8044,D・レトロエンジン,でぃふぉーまーれとろえんじん,ディフォーマー・レトロエンジン
8045,D・フィールド,でぃふぉーまーふぃーるど,ディフォーマー・フィールド
8046,バスター・バースト,ばすたーばーすと,バスター・バースト
8047,バスター・テレポート,ばすたーてれぽーと,バスター・テレポート
8048,Re－BUSTER,りばすたー,リバスター
8049,サイコ・ソード,さいこそーど,サイコ・ソード
8050,念動収集機,ねんどうしゅうしゅうき,ねんどうしゅうしゅうき
8051,剣闘獣の底力,ぐらでぃあるびーすとのそこぢから,グラディアルビーストのそこぢから
8052,種子弾丸,しゅしだんがん,しゅしだんがん
8053,超栄養太陽,ちょうえいようたいよう,ちょうえいようたいよう
8054,六武ノ書,ろくぶのしょ,ろくぶのしょ
8055,大樹海,だいじゅかい,だいじゅかい
8056,魔法族の結界,まほうぞくのけっかい,まほうぞくのけっかい
8057,トライアングル・エリア,とらいあんぐるえりあ,トライアングル・エリア
8058,バスター・モード,ばすたーもーど,バスター・モード
8059,スピリット・フォース,すぴりっとふぉーす,スピリット・フォース
8060,ロスト・スター・ディセント,ろすとすたーでぃせんと,ロスト・スター・ディセント
8061,白銀のバリア－シルバーフォース－,はくぎんのばりあしるばーふぉーす,はくぎんのバリア－シルバーフォース－
8062,ハーフorストップ,はーふおあすとっぷ,ハーフオアストップ
8063,ナイトメア・デーモンズ,ないとめあでーもんず,ナイトメア・デーモンズ
8064,ブラック・アロー,ぶらっくあろー,ブラック・アロー
8065,アイヴィ・シャックル,あいゔぃしゃっくる,アイヴィ・シャックル
8066,フェイク・エクスプロージョン・ペンタ,ふぇいくえくすぷろーじょんぺんた,フェイク・エクスプロージョン・ペンタ
8067,D・バリア,でぃふぉーまーばりあ,ディフォーマー・バリア
8068,ブレンD,ぶれんでぃふぉーまー,ブレンディフォーマー
8069,バスター・スラッシュ,ばすたーすらっしゅ,バスター・スラッシュ
8070,バスター・カウンター,ばすたーかうんたー,バスター・カウンター
8071,サイコ・チューン,さいこちゅーん,サイコ・チューン
8072,超能力治療,すーぱーなちゅらるひーりんぐ,スーパーナチュラルヒーリング
8073,トロイの剣闘獣,とろいのぐらでぃあるびーすと,トロイのグラディアルビースト
8074,棘の壁,そーんうぉーる,ソーン・ウォール
8075,惑星汚染ウイルス,わくせいおせんういるす,わくせいおせんウイルス
8076,ウィクトーリア,うぃくとーりあ,ウィクトーリア
8077,復讐の女戦士ローズ,ふくしゅうのおんなせんしろーず,ふくしゅうのおんなせんしローズ
8078,シード・オブ・フレイム,しーどおぶふれいむ,シード・オブ・フレイム
8079,サボウ・ファイター,さぼうふぁいたー,サボウ・ファイター
8080,マックス・テレポーター,まっくすてれぽーたー,マックス・テレポーター
8081,RAI－JIN,らいじん,ライ－ジン
8082,RAI－MEI,らいめい,ライ－メイ
8083,剣闘獣レティアリィ,ぐらでぃあるびーすとれてぃありぃ,グラディアルビーストレティアリィ
8084,ナイトエンド・ソーサラー,ないとえんどそーさらー,ナイトエンド・ソーサラー
